state,city,WARD_NO,ward_name,area_km2,tot_p,tot_m,tot_f,p_06,no_hh,sexratio,p_lit,p_ill,p_sc,p_st,tot_work_p,mainwork_p,margwork_p,non_work_p,LST_mean,LST_min,LST_max,LST_hotspot,heat_score,UHI_all_mean,UHI_all_stdDev,UHI_built_mean,nighttemp_hotspot,ndvi_mean,nightLST_mean,treeProb_mean,vegDeficit_mean,dwBuiltProb_mean,ghslDensity_mean,dimness_mean,totalPop,popDensity,riskScore,popAtRisk,exposureRate,pop_priority_level,builtAlbedo_mean,builtAlbedo_min,builtAlbedo_max,coolRoofPriorityScore,darkRoofArea_km2,potentialCooling_C,estimatedCost_Lakhs,builtFrac_pct,coolroof_priority_level,treePriorityScore,currentCanopy_pct,canopyDeficit_ha,treesNeeded,saplingsToPlant,totalCost_Lakhs,greeningUrgency,popInLowCanopy,tree_priority_level,activityHeatScore,dayLST,nightLST,avgLST_24h,ntl_mean,activity_priority_level,informalHousingScore,buildingDensity,vegetationDeficit,nightlightDimness,informal_priority_level,riskIndex,hazardIndex,exposureIndex,vulnerabilityIndex,priority_level
Uttar Pradesh,Agra,74,Agra (M Corp.) WARD NO.-0074,0.3594431053628016,25530.0,13488.0,12042.0,3226.0,4041,893.0,15316.0,10214,3527,139,8177,5951,2226,17353,45.71741152597927,42.67330214000003,46.87063069999999,0.3888818836735055,46.38365194977342,5.0595548043763285,0.8945836169861024,5.094291178226954,-0.41138123675175914,0.17678876370057098,19.881582539318405,0.035463405716457376,94.99208492051869,50.77136713062304,80.82806735688968,62.94383907606568,7028.123431725597,19552.81191061324,173.15340376477025,7028.123431725597,100,High,0.18765019463093335,0.08863889999999999,0.38096842,57.76381064685838,0.07902209725217571,13.744993512302221,150.14198477913382,97.83991664038831,Medium,169.7313130711565,0.02195961630630789,6.96802754450448,1046.0,1413.0,19.782,CRITICAL,7053.6174103082385,Medium,52.55416481755461,31.53696782178222,19.604315931593195,25.57064187668771,27.029641324823547,Low,74.58221951791772,85.94544283760489,96.08529233706548,52.41956385177343,High,2.273577778173069,0.6176842897452047,8.857817287375344,2.148009383289446,Low
Uttar Pradesh,Agra,42,Agra (M Corp.) WARD NO.-0042,0.6778628243052346,24663.0,13375.0,11288.0,2905.0,5092,844.0,19997.0,4666,3442,31,8829,7706,1123,15834,46.946735975906776,44.42674640000001,49.97077483999999,1.6182063336010089,48.27946507640897,6.288879254303921,0.8583696644768647,6.085776604340807,0.3321157401518149,0.182697647413349,20.263338696687775,0.0,87.70809323710672,48.30459316762593,71.30820447909137,39.71026910961577,8606.476869052065,12696.487490478838,178.45998621087566,8606.476869052065,100,High,0.19335698592789546,0.093485075,0.3213396,56.569407551901854,0.12238603602265977,13.554767135736817,232.53346844305355,84.6501330461558,Low,208.2915784591467,0.0,12.310564922721866,1847.0,2494.0,34.916,CRITICAL,8405.913040580002,High,150.01067985607835,34.863733426704044,20.347812908496763,27.605773167600404,28.48457664098495,Medium,56.59055547101878,72.75113445612746,90.45187216287873,31.84205228215356,Medium,2.797287769474187,1.440302653969168,9.060386507907536,1.677300798846581,Low
Uttar Pradesh,Agra,67,Agra (M Corp.) WARD NO.-0067,1.886403666498089,11948.0,6257.0,5691.0,1643.0,2220,910.0,7697.0,4251,1829,16,3835,2557,1278,8113,43.732740995256954,37.69153799000003,47.55765272000002,-1.5957886470488134,45.4741354365771,3.0748842736539714,1.5277842966015691,3.8079052607592248,0.07251464740941779,0.34360384775266867,19.938535557597817,6.707411536562929,55.72105376180563,44.57480317229879,42.0222043047402,56.77947053146052,15538.296032617607,8236.99418558851,31.057086142786762,15538.296032617607,100,Low,0.16555604490110015,0.07091070000000002,0.39265802499999997,21.324195812967066,0.19694683416031009,14.481465169963329,374.1989849045892,38.82782793793677,Low,45.41337027758081,0.35736902582265895,27.141107587001216,4072.0,5498.0,76.972,CRITICAL,13853.09135164747,Low,75.78113939197154,32.43309376340174,20.08821181575437,26.260652789578057,20.648930200072897,Low,43.37462472000662,40.07203701548579,57.67086970407966,50.259686653328956,Low,1.9099621757684306,0.3589488792718409,9.65112732254919,2.0112388680889133,Low
Uttar Pradesh,Agra,90,Agra (M Corp.) WARD NO.-0090,0.2251587604385084,13065.0,6971.0,6094.0,1423.0,2333,874.0,8829.0,4236,713,153,4958,3685,1273,8107,46.30198357550746,43.80466676000003,47.89261868,0.9734539332016894,47.031926304652245,5.644126853904539,0.5443967285886784,5.646737741391554,1.2098583872106428,0.12318474416570895,21.241633510109416,0.006637371842780392,99.22349711546471,41.65685208231758,82.53160000458014,48.905793891249836,3238.7780727311674,14384.419537678563,180.08497717316737,3238.7780727311674,100,High,0.18150803134734445,0.09117838,0.38633539999999994,70.79332504762583,0.05192624825871105,13.94973228842185,98.659871691551,97.31486524880584,High,183.6650616777451,0.003731057140284509,4.340671836888743,652.0,881.0,12.334,CRITICAL,3285.718550917682,Medium,140.39654828972553,33.2771666666667,21.22555555555559,27.251361111111144,28.77182819500044,Low,69.77247611264572,89.30674465984207,98.59625415050681,39.413736209940964,High,3.1106000741994446,1.6502878557419653,8.083260110369785,2.2562451004723547,High
Uttar Pradesh,Agra,21,Agra (M Corp.) WARD NO.-0021,0.8334791722981395,26419.0,14048.0,12371.0,3441.0,4504,881.0,17888.0,8531,7354,0,8229,6405,1824,18190,46.54426504014698,45.34619378000002,47.56448876000002,1.2157353978412146,47.04884449724898,5.886408318544078,0.3955066368734413,5.8872590241377125,1.1421813038772977,0.1552838593136523,21.136305512643908,0.0,99.41703347459047,45.76415289896021,66.97498851883202,38.63436049523687,11364.671190299234,13635.21917286019,178.99376021472503,11364.671190299234,100,High,0.18634165374569178,0.0912328,0.31163099999999994,69.14156290500351,0.18898578233898453,13.788611541810273,359.0729864440706,99.74773726566418,High,199.74324086426913,0.0,16.579209607303454,2487.0,3358.0,47.012,CRITICAL,11355.402851059858,High,182.78797651266058,35.466300000000025,21.157878472222247,28.312089236111134,32.6381306193886,High,60.42394451303623,75.88672546258549,99.73160059027344,30.09732316060166,Medium,3.1175447880394254,1.704027381244817,9.338352792202222,1.9041065999510176,High
Uttar Pradesh,Agra,43,Agra (M Corp.) WARD NO.-0043,1.426026694981434,34988.0,18795.0,16193.0,4643.0,5445,862.0,20410.0,14578,5116,1820,10610,7599,3011,24378,45.46399481999781,41.22406166000002,48.77617685000001,0.13546517769204058,47.014463500907524,4.806138098394867,1.3194618658297987,5.24768966664647,0.10226620614068332,0.21968615694096474,20.05414749085997,0.0036528281091996687,78.98420665602069,49.52792804797238,48.566214446403265,43.95239445860153,24477.20587445429,17164.619681101387,129.1555583120698,24477.20587445429,100,Low,0.1821043891430198,0.07340100000000001,0.4033769999999999,50.869277421161726,0.25995159664862416,13.929853695232673,493.90803363238587,77.3102719669803,Low,166.93666800226376,0.003958743473327816,23.239214144590072,3486.0,4707.0,65.898,CRITICAL,24644.925822658166,Low,143.0218242654859,34.161924632569104,20.117963374485637,27.13994400352737,29.72253618484888,Low,49.693510742350924,54.30775349779372,77.686056503837,34.61851411997192,Low,2.4080176671757907,0.7855545520129958,10.105538444498233,1.7589083015575535,Low
Uttar Pradesh,Agra,20,Agra (M Corp.) WARD NO.-0020,1.7585472072559316,32996.0,17411.0,15585.0,3969.0,6096,895.0,24032.0,8964,6118,6,11656,8624,3032,21340,45.53225432462133,42.246049640000024,47.55936172999998,0.20372468231555985,46.420684703289176,4.874397603018323,0.7081629023456549,4.943148553865779,0.8312346198339019,0.18213924961332784,20.79357418852812,0.02059652981874446,94.48365415398841,50.460239382449835,72.74202486682996,29.069981326311133,24233.367827561327,13780.333975438456,134.7904372411796,24233.367827561327,100,Medium,0.1830365615139751,0.07236936,0.3472054,58.85236799564269,0.3931261820454899,13.898781282867496,746.9397458864307,95.56476904734924,Medium,169.86182002803275,0.016853108584413773,33.95973903936258,5094.0,6877.0,96.278,CRITICAL,24683.17741148706,Medium,161.79955762780634,33.31942904290432,20.84693178817885,27.083180415541584,35.93106563121995,Medium,51.2309453900601,78.82861896825942,94.88952939995951,22.024199615537306,Low,2.7618983807732933,1.179188284412925,10.095527062837597,1.7697459750048985,Low
Uttar Pradesh,Agra,8,Agra (M Corp.) WARD NO.-0008,0.9666974350291017,18254.0,9685.0,8569.0,2077.0,2945,885.0,10388.0,7866,9436,29,6613,5321,1292,11641,45.64972196375581,43.93113349999999,48.39506762000002,0.3211923214500416,46.871046139696844,4.99186524215301,0.7311622455733833,4.977627743730205,0.651661457156555,0.2617984477972222,20.560544107531,3.906722166268179E-4,63.385150774528945,61.47563673942258,38.51798021788829,48.74112222215047,10694.71031257779,11063.141294313908,130.2984047623732,10694.71031257779,100,Medium,0.15838682657149175,0.07212973333333333,0.36377639999999994,65.75382826932302,0.20578929916988453,14.720439114283607,390.99966842278064,75.16204211698516,Medium,169.8976080378207,3.995929300286832E-4,14.802629001179799,2221.0,2999.0,41.986,CRITICAL,10855.43177400477,Medium,156.1165915542014,34.17160203553063,20.667358625501503,27.419480330516066,31.340477133956064,Medium,49.227699194002426,47.23663205773581,73.61270385655556,39.8290503565066,Low,2.9219587195928978,1.1309849261184166,9.277598034699395,2.37755109766388,Medium
Uttar Pradesh,Agra,53,Agra (M Corp.) WARD NO.-0053,1.177909337371488,11796.0,6344.0,5452.0,1575.0,2087,859.0,8804.0,2992,1313,0,3913,2742,1171,7883,46.33769275247618,44.79247454,48.560841589999995,1.0091631101704124,47.26550736170063,5.679836030873268,0.5445797723547192,5.669382153596231,0.8104814743696491,0.20132884461742995,20.7904100674716,0.046470846805859535,85.28629354895989,57.424267999803014,52.99665701817031,53.49667865356422,11988.54722230201,10177.818310749219,177.5410600818821,11988.54722230201,100,High,0.18029247897529152,0.06940955,0.3889454,67.9787700597625,0.248151182354434,13.990250700823614,471.48724647342465,87.99399822506301,Medium,193.96719017246633,0.04638846654140591,20.95054228600491,3143.0,4244.0,59.416,CRITICAL,12073.46986484902,High,161.46284582187698,35.566863736812124,20.826178642714595,28.19652118976336,27.641756593479826,Medium,62.336126330702946,63.789842277371136,90.60362933306651,43.6542733384655,Medium,3.0687701288029072,1.4611774361869636,9.39179048436457,2.1059192847973147,High
Uttar Pradesh,Agra,34,Agra (M Corp.) WARD NO.-0034,2.388131767984979,49844.0,26535.0,23309.0,5865.0,9359,878.0,37821.0,12023,7129,152,17225,12956,4269,32619,44.86853222904212,41.01898046000002,47.52689054000007,-0.4599974132636504,46.12406294319622,4.210675507439257,0.91660771385192,4.262576285900547,0.9634685639363714,0.2313631624060406,20.994972426961105,0.06722296511009114,83.11098274154845,62.53182641556291,49.067570707720854,27.259892051561035,23180.450384072697,9706.5206764665,92.63191522845459,23180.450384072697,100,Low,0.17139834191743622,0.06728020000000001,0.38211019999999996,49.87296649115402,0.5224182451265788,14.286721936085458,992.5946657404996,85.05179553002675,Low,134.6380561915872,0.046841409176905664,41.65844720317648,6249.0,8437.0,118.118,CRITICAL,23238.738104008684,Low,187.99356365604947,34.5194026681894,20.97916573228132,27.74928420023536,37.260049257487275,High,43.87407977714033,57.508073475953786,86.84162692993974,18.803641059159222,Low,2.6770795076439255,1.0050699303045751,10.05110768543123,1.899212688372705,Low
Uttar Pradesh,Agra,46,Agra (M Corp.) WARD NO.-0046,2.050708921219796,24135.0,13192.0,10943.0,3324.0,4179,830.0,15917.0,8218,4725,28,7712,6337,1375,16423,45.3008964541178,38.882717960000036,50.480059820000065,-0.027633188187969893,47.622932875698865,4.643039732514853,1.9345473778737594,5.258196814666904,-0.0853700766734899,0.2530601412436633,20.022054796921775,4.487414635467187,89.86754321659443,48.93565186345773,56.10521487665193,61.107406953454216,9388.212880489873,4578.032885771817,139.87174751703094,9388.212880489873,100,Medium,0.1723580331005487,0.07569695714285715,0.3407865333333333,53.97213847163712,0.3992527775321957,14.254732229981709,758.5802773111717,76.26415134987629,Low,152.4232903428447,0.5733274077412643,35.43553400404541,5316.0,7177.0,100.478,CRITICAL,8929.113276709764,Low,83.69926847909491,32.750093407117014,19.930327091671458,26.340210249394236,22.9320921521118,Low,61.43912839065888,59.42035653095565,85.94050669198961,54.991805033743546,Medium,2.3483376415038797,0.6313856128689456,9.147316743394828,2.2422974302049674,Low
Uttar Pradesh,Agra,84,Agra (M Corp.) WARD NO.-0084,0.46870075365522684,23403.0,12563.0,10840.0,2592.0,4087,863.0,18143.0,5260,2889,6,8070,6409,1661,15333,45.87919205333484,44.33445986000004,49.05987250999999,0.550662411029073,47.663277105313895,5.221335331731965,1.170959285449639,5.216383819190561,0.9280875031879247,0.17595051423293925,20.85195644801453,0.0,99.73974846488082,55.53666717817222,65.26621800780649,23.35985158405072,4048.4294926063685,8637.557036198765,126.07656477654487,4048.4294926063685,100,Low,0.16534073760848764,0.0785569,0.28878539999999997,79.00204924637315,0.12569912701760033,14.488642079717078,238.82834133344062,99.57960121914894,High,171.9471486521604,0.0,9.324347658507886,1399.0,1889.0,26.446,CRITICAL,4088.451739352358,Medium,149.8367886507076,33.37832927818332,20.943784671532875,27.1610569748581,33.659441090162915,Medium,46.861946979344665,75.92055685972394,99.72942397192217,17.685532135169385,Low,2.885672580601988,1.3541824615215334,8.306331284154917,2.1362630340439925,Medium
Uttar Pradesh,Agra,49,Agra (M Corp.) WARD NO.-0049,0.6342042253034006,13098.0,6954.0,6144.0,1566.0,2122,884.0,6919.0,6179,1657,1,4458,3944,514,8640,44.86607235098459,43.12448078,46.651877420000005,-0.4624572913211793,45.75793549328355,4.208215629381617,0.6565410598745042,4.255711284726036,1.389089203662444,0.2182105555171918,21.433992525707176,0.07124120596621075,85.37669634584678,63.9563160979756,58.33634953967386,40.14315098298441,8114.20343765558,12794.306808305762,110.17697570581421,8114.20343765558,100,Low,0.16491663595401795,0.07863342,0.3665288,55.07795475113551,0.15560846716479396,14.502778801532733,295.6560876131085,90.8180620513212,Low,129.58944982972505,0.05502318102913886,11.375165691871207,1707.0,2305.0,32.27,CRITICAL,8112.995086460489,Low,163.8207872189532,33.58359116022103,21.404786372007393,27.494188766114213,32.413981468951114,Medium,55.780851830520724,68.76063085132384,88.43005215661483,32.200953491626805,Medium,2.9572694148134686,1.2195335065917805,9.001494548969715,2.355940484489159,Medium
Uttar Pradesh,Agra,25,Agra (M Corp.) WARD NO.-0025,0.23019243051125682,30968.0,16349.0,14619.0,3638.0,4787,894.0,21221.0,9747,6349,895,9463,7330,2133,21505,45.898153021856146,44.901851179999994,47.60037797000001,0.5696233795503787,46.615266630751165,5.240296300253201,0.44796925062324805,5.245961072681382,1.2210174781197276,0.1553598921231179,21.242225239506553,0.0,97.49571968604955,47.39273843693072,75.91113639526476,9.241937282244582,3539.8172752230776,15377.644118710386,36.9877833002407,3539.8172752230776,100,Low,0.18220897183272577,0.07946425000000001,0.2867195,65.69625574185187,0.05333012090210221,13.926367605575807,101.32722971399419,98.34206455430912,Medium,171.40674595562433,0.0,4.518051449712172,678.0,916.0,12.824,CRITICAL,3448.5839181039855,Medium,174.82907087727875,33.58324074074077,21.236714646464677,27.409977693602723,41.022965275964076,High,30.82738544408281,83.90418423051048,98.8442878382904,4.5819567099971215,Low,2.550131027914513,1.509285644832324,8.172112848188826,1.3445646522791252,Low
